totally 181724 train examples
starting training from scratch with gpu 0,1,2,3
learning rate decay at epoch[80, 160]
Epoch[0] Batch [20]	Speed: 279.55 samples/sec	accuracy=0.767857
Epoch[9] Batch [540]	Speed: 808.18 samples/sec	accuracy=0.996875
Epoch[9] Batch [560]	Speed: 802.39 samples/sec	accuracy=0.996875
Epoch[9] Batch [580]	Speed: 804.82 samples/sec	accuracy=0.996094
Epoch[9] Batch [600]	Speed: 828.75 samples/sec	accuracy=0.997070
Epoch[9] Batch [620]	Speed: 809.01 samples/sec	accuracy=0.997070
Epoch[9] Batch [640]	Speed: 827.61 samples/sec	accuracy=0.997656
Epoch[9] Batch [660]	Speed: 790.91 samples/sec	accuracy=0.997656
Epoch[9] Batch [680]	Speed: 809.30 samples/sec	accuracy=0.996094
Epoch[9] Batch [700]	Speed: 785.37 samples/sec	accuracy=0.995703
Epoch[9] Train-accuracy=0.996962
Epoch[9] Time cost=225.514
Saved checkpoint to "/mnt/data-1/data/jiajie.tang/highway/output/exp2/mobilenet-0010.params"
Epoch[9] Validation-accuracy=0.991989
Epoch[10] Batch [20]	Speed: 770.69 samples/sec	accuracy=0.998326
Epoch[10] Batch [40]	Speed: 796.30 samples/sec	accuracy=0.998633
Epoch[10] Batch [60]	Speed: 761.64 samples/sec	accuracy=0.997070
Epoch[10] Batch [80]	Speed: 800.65 samples/sec	accuracy=0.997266
Epoch[10] Batch [100]	Speed: 778.62 samples/sec	accuracy=0.997852
Epoch[10] Batch [120]	Speed: 796.23 samples/sec	accuracy=0.999023
Epoch[10] Batch [140]	Speed: 792.61 samples/sec	accuracy=0.997266
Epoch[10] Batch [160]	Speed: 809.95 samples/sec	accuracy=0.996875
Epoch[10] Batch [180]	Speed: 788.53 samples/sec	accuracy=0.997461
Epoch[10] Batch [200]	Speed: 801.06 samples/sec	accuracy=0.998828
Epoch[10] Batch [220]	Speed: 811.95 samples/sec	accuracy=0.998633
Epoch[10] Batch [240]	Speed: 820.32 samples/sec	accuracy=0.999023
Epoch[10] Batch [260]	Speed: 862.16 samples/sec	accuracy=0.998828
Epoch[10] Batch [280]	Speed: 829.34 samples/sec	accuracy=0.997266
Epoch[10] Batch [300]	Speed: 770.98 samples/sec	accuracy=0.997656
Epoch[10] Batch [320]	Speed: 785.78 samples/sec	accuracy=0.998828
Epoch[10] Batch [340]	Speed: 841.74 samples/sec	accuracy=0.998633
Epoch[10] Batch [360]	Speed: 797.08 samples/sec	accuracy=0.997461
Epoch[10] Batch [380]	Speed: 789.99 samples/sec	accuracy=0.998242
Epoch[10] Batch [400]	Speed: 823.79 samples/sec	accuracy=0.997070
Epoch[10] Batch [420]	Speed: 781.56 samples/sec	accuracy=0.996484
Epoch[10] Batch [440]	Speed: 817.83 samples/sec	accuracy=0.997266
Epoch[10] Batch [460]	Speed: 815.74 samples/sec	accuracy=0.998633
Epoch[10] Batch [480]	Speed: 797.06 samples/sec	accuracy=0.997461
Epoch[10] Batch [500]	Speed: 799.95 samples/sec	accuracy=0.997656
Epoch[10] Batch [520]	Speed: 812.04 samples/sec	accuracy=0.996875
Epoch[10] Batch [540]	Speed: 806.16 samples/sec	accuracy=0.997461
Epoch[10] Batch [560]	Speed: 790.71 samples/sec	accuracy=0.998242
Epoch[10] Batch [580]	Speed: 821.30 samples/sec	accuracy=0.998242
Epoch[10] Batch [600]	Speed: 850.37 samples/sec	accuracy=0.998633
Epoch[10] Batch [620]	Speed: 752.65 samples/sec	accuracy=0.998633
Epoch[10] Batch [640]	Speed: 792.20 samples/sec	accuracy=0.998047
Epoch[10] Batch [660]	Speed: 850.73 samples/sec	accuracy=0.998047
Epoch[10] Batch [680]	Speed: 814.73 samples/sec	accuracy=0.996484
Epoch[10] Batch [700]	Speed: 769.73 samples/sec	accuracy=0.995898
Epoch[10] Train-accuracy=0.996528
Epoch[10] Time cost=226.096
Epoch[10] Validation-accuracy=0.994075
Epoch[11] Batch [20]	Speed: 828.90 samples/sec	accuracy=0.995350
Epoch[11] Batch [40]	Speed: 787.70 samples/sec	accuracy=0.998242
Epoch[11] Batch [60]	Speed: 805.23 samples/sec	accuracy=0.996289
Epoch[11] Batch [80]	Speed: 815.25 samples/sec	accuracy=0.998047
Epoch[11] Batch [100]	Speed: 806.95 samples/sec	accuracy=0.997656
Epoch[11] Batch [120]	Speed: 825.09 samples/sec	accuracy=0.997266
Epoch[11] Batch [140]	Speed: 819.46 samples/sec	accuracy=0.998828
Epoch[11] Batch [160]	Speed: 797.43 samples/sec	accuracy=0.997852
Epoch[11] Batch [180]	Speed: 815.17 samples/sec	accuracy=0.997852
Epoch[11] Batch [200]	Speed: 782.64 samples/sec	accuracy=0.997266
Epoch[11] Batch [220]	Speed: 816.10 samples/sec	accuracy=0.998242
Epoch[11] Batch [240]	Speed: 760.22 samples/sec	accuracy=0.998047
Epoch[11] Batch [260]	Speed: 819.35 samples/sec	accuracy=0.997852
Epoch[11] Batch [280]	Speed: 824.53 samples/sec	accuracy=0.998437
Epoch[11] Batch [300]	Speed: 800.91 samples/sec	accuracy=0.998437
Epoch[11] Batch [320]	Speed: 821.55 samples/sec	accuracy=0.996094
Epoch[11] Batch [340]	Speed: 760.71 samples/sec	accuracy=0.997461
Epoch[11] Batch [360]	Speed: 834.12 samples/sec	accuracy=0.998047
Epoch[11] Batch [380]	Speed: 786.63 samples/sec	accuracy=0.998437
Epoch[11] Batch [400]	Speed: 811.63 samples/sec	accuracy=0.996875
Epoch[11] Batch [420]	Speed: 797.02 samples/sec	accuracy=0.997070
Epoch[11] Batch [440]	Speed: 835.92 samples/sec	accuracy=0.997070
Epoch[11] Batch [460]	Speed: 817.23 samples/sec	accuracy=0.997656
Epoch[11] Batch [480]	Speed: 778.13 samples/sec	accuracy=0.997266
Epoch[11] Batch [500]	Speed: 792.77 samples/sec	accuracy=0.997070
Epoch[11] Batch [520]	Speed: 801.27 samples/sec	accuracy=0.997461
Epoch[11] Batch [540]	Speed: 816.96 samples/sec	accuracy=0.997656
Epoch[11] Batch [560]	Speed: 812.53 samples/sec	accuracy=0.997266
Epoch[11] Batch [580]	Speed: 739.87 samples/sec	accuracy=0.998047
Epoch[11] Batch [600]	Speed: 842.74 samples/sec	accuracy=0.998242
Epoch[11] Batch [620]	Speed: 811.39 samples/sec	accuracy=0.998242
Epoch[11] Batch [640]	Speed: 770.21 samples/sec	accuracy=0.998242
Epoch[11] Batch [660]	Speed: 805.19 samples/sec	accuracy=0.998242
Epoch[11] Batch [680]	Speed: 799.80 samples/sec	accuracy=0.998047
Epoch[11] Batch [700]	Speed: 822.19 samples/sec	accuracy=0.998047
Epoch[11] Train-accuracy=1.000000
Epoch[11] Time cost=226.039
Epoch[11] Validation-accuracy=0.995961
Epoch[12] Batch [20]	Speed: 811.72 samples/sec	accuracy=0.997396
Epoch[12] Batch [40]	Speed: 815.17 samples/sec	accuracy=0.996680
Epoch[12] Batch [60]	Speed: 844.09 samples/sec	accuracy=0.997656
Epoch[12] Batch [80]	Speed: 850.50 samples/sec	accuracy=0.995898
Epoch[12] Batch [100]	Speed: 778.71 samples/sec	accuracy=0.997852
Epoch[12] Batch [120]	Speed: 810.13 samples/sec	accuracy=0.997070
Epoch[12] Batch [140]	Speed: 802.50 samples/sec	accuracy=0.998047
Epoch[12] Batch [160]	Speed: 808.18 samples/sec	accuracy=0.998242
Epoch[12] Batch [180]	Speed: 895.84 samples/sec	accuracy=0.998242
Epoch[12] Batch [200]	Speed: 790.51 samples/sec	accuracy=0.998437
Epoch[12] Batch [220]	Speed: 788.73 samples/sec	accuracy=0.996875
Epoch[12] Batch [240]	Speed: 783.46 samples/sec	accuracy=0.998437
Epoch[12] Batch [260]	Speed: 775.80 samples/sec	accuracy=0.996680
Epoch[12] Batch [280]	Speed: 794.65 samples/sec	accuracy=0.997656
Epoch[12] Batch [300]	Speed: 836.73 samples/sec	accuracy=0.997656
Epoch[12] Batch [320]	Speed: 774.75 samples/sec	accuracy=0.998047
Epoch[12] Batch [340]	Speed: 789.47 samples/sec	accuracy=0.998828
Epoch[12] Batch [360]	Speed: 798.97 samples/sec	accuracy=0.998047
Epoch[12] Batch [380]	Speed: 821.15 samples/sec	accuracy=0.998437
Epoch[12] Batch [400]	Speed: 820.24 samples/sec	accuracy=0.998047
Epoch[12] Batch [420]	Speed: 786.11 samples/sec	accuracy=0.998828
Epoch[12] Batch [440]	Speed: 815.28 samples/sec	accuracy=0.999023
Epoch[12] Batch [460]	Speed: 789.22 samples/sec	accuracy=0.999023
Epoch[12] Batch [480]	Speed: 815.07 samples/sec	accuracy=0.998633
Epoch[12] Batch [500]	Speed: 792.25 samples/sec	accuracy=0.998633
Epoch[12] Batch [520]	Speed: 796.35 samples/sec	accuracy=0.998437
Epoch[12] Batch [540]	Speed: 845.14 samples/sec	accuracy=0.997070
Epoch[12] Batch [560]	Speed: 807.60 samples/sec	accuracy=0.998242
Epoch[12] Batch [580]	Speed: 789.13 samples/sec	accuracy=0.998242
Epoch[12] Batch [600]	Speed: 800.15 samples/sec	accuracy=0.997852
Epoch[12] Batch [620]	Speed: 846.97 samples/sec	accuracy=0.998242
Epoch[12] Batch [640]	Speed: 776.73 samples/sec	accuracy=0.999023
Epoch[12] Batch [660]	Speed: 824.21 samples/sec	accuracy=0.997852
Epoch[12] Batch [680]	Speed: 784.31 samples/sec	accuracy=0.996875
Epoch[12] Batch [700]	Speed: 789.94 samples/sec	accuracy=0.998633
Epoch[12] Train-accuracy=1.000000
Epoch[12] Time cost=225.122
Epoch[12] Validation-accuracy=0.995851
Epoch[13] Batch [20]	Speed: 804.04 samples/sec	accuracy=0.999256
Epoch[13] Batch [40]	Speed: 777.27 samples/sec	accuracy=0.998633
Epoch[13] Batch [60]	Speed: 792.55 samples/sec	accuracy=0.998437
Epoch[13] Batch [80]	Speed: 893.06 samples/sec	accuracy=0.996094
Epoch[13] Batch [100]	Speed: 770.74 samples/sec	accuracy=0.998437
Epoch[13] Batch [120]	Speed: 797.62 samples/sec	accuracy=0.998437
Epoch[13] Batch [140]	Speed: 864.90 samples/sec	accuracy=0.997656
Epoch[13] Batch [160]	Speed: 784.60 samples/sec	accuracy=0.997656
Epoch[13] Batch [180]	Speed: 834.50 samples/sec	accuracy=0.998437
Epoch[13] Batch [200]	Speed: 812.34 samples/sec	accuracy=0.998437
Epoch[13] Batch [220]	Speed: 821.23 samples/sec	accuracy=0.996484
Epoch[13] Batch [240]	Speed: 776.61 samples/sec	accuracy=0.998828
Epoch[13] Batch [260]	Speed: 789.99 samples/sec	accuracy=0.998437
Epoch[13] Batch [280]	Speed: 798.24 samples/sec	accuracy=0.998633
Epoch[13] Batch [300]	Speed: 794.26 samples/sec	accuracy=0.998437
Epoch[13] Batch [320]	Speed: 729.63 samples/sec	accuracy=0.997852
Epoch[13] Batch [340]	Speed: 810.62 samples/sec	accuracy=0.998047
Epoch[13] Batch [360]	Speed: 783.46 samples/sec	accuracy=0.999609
Epoch[13] Batch [380]	Speed: 812.56 samples/sec	accuracy=0.997656
Epoch[13] Batch [400]	Speed: 817.61 samples/sec	accuracy=0.998437
Epoch[13] Batch [420]	Speed: 832.07 samples/sec	accuracy=0.998242
Epoch[13] Batch [440]	Speed: 757.99 samples/sec	accuracy=0.998047
Epoch[13] Batch [460]	Speed: 737.85 samples/sec	accuracy=0.998633
Epoch[13] Batch [480]	Speed: 806.25 samples/sec	accuracy=0.998437
Epoch[13] Batch [500]	Speed: 822.18 samples/sec	accuracy=0.999805
Epoch[13] Batch [520]	Speed: 792.90 samples/sec	accuracy=0.998437
Epoch[13] Batch [540]	Speed: 794.14 samples/sec	accuracy=0.998633
Epoch[13] Batch [560]	Speed: 808.35 samples/sec	accuracy=0.999414
Epoch[13] Batch [580]	Speed: 801.20 samples/sec	accuracy=0.998828
Epoch[13] Batch [600]	Speed: 805.17 samples/sec	accuracy=0.998828
Epoch[13] Batch [620]	Speed: 816.06 samples/sec	accuracy=0.999023
Epoch[13] Batch [640]	Speed: 831.28 samples/sec	accuracy=0.998242
Epoch[13] Batch [660]	Speed: 835.36 samples/sec	accuracy=0.998242
Epoch[13] Batch [680]	Speed: 774.90 samples/sec	accuracy=0.998242
Epoch[13] Batch [700]	Speed: 776.18 samples/sec	accuracy=0.997461
Epoch[13] Train-accuracy=0.998047
Epoch[13] Time cost=226.592
Epoch[13] Validation-accuracy=0.996006
Epoch[14] Batch [20]	Speed: 794.21 samples/sec	accuracy=0.998698
Epoch[14] Batch [40]	Speed: 825.86 samples/sec	accuracy=0.998437
Epoch[14] Batch [60]	Speed: 794.45 samples/sec	accuracy=0.998242
Epoch[14] Batch [80]	Speed: 842.62 samples/sec	accuracy=0.998633
Epoch[14] Batch [100]	Speed: 774.77 samples/sec	accuracy=0.998633
Epoch[14] Batch [120]	Speed: 836.84 samples/sec	accuracy=0.998242
Epoch[14] Batch [140]	Speed: 815.38 samples/sec	accuracy=0.998437
Epoch[14] Batch [160]	Speed: 816.40 samples/sec	accuracy=0.998828
Epoch[14] Batch [180]	Speed: 840.67 samples/sec	accuracy=0.998633
Epoch[14] Batch [200]	Speed: 767.80 samples/sec	accuracy=0.998437
Epoch[14] Batch [220]	Speed: 832.12 samples/sec	accuracy=0.998633
Epoch[14] Batch [240]	Speed: 789.44 samples/sec	accuracy=0.998633
Epoch[14] Batch [260]	Speed: 826.32 samples/sec	accuracy=0.998437
Epoch[14] Batch [280]	Speed: 825.54 samples/sec	accuracy=0.998242
Epoch[14] Batch [300]	Speed: 773.23 samples/sec	accuracy=0.998633
Epoch[14] Batch [320]	Speed: 788.63 samples/sec	accuracy=0.998828
Epoch[14] Batch [340]	Speed: 824.72 samples/sec	accuracy=0.998633
Epoch[14] Batch [360]	Speed: 778.00 samples/sec	accuracy=0.999414
Epoch[14] Batch [380]	Speed: 786.41 samples/sec	accuracy=0.998633
Epoch[14] Batch [400]	Speed: 820.65 samples/sec	accuracy=0.998633
Epoch[14] Batch [420]	Speed: 781.26 samples/sec	accuracy=0.997852
Epoch[14] Batch [440]	Speed: 825.75 samples/sec	accuracy=0.998437
Epoch[14] Batch [460]	Speed: 771.37 samples/sec	accuracy=0.998047
Epoch[14] Batch [480]	Speed: 820.36 samples/sec	accuracy=0.998633
Epoch[14] Batch [500]	Speed: 818.66 samples/sec	accuracy=0.999414
Epoch[14] Batch [520]	Speed: 811.71 samples/sec	accuracy=0.998633
Epoch[14] Batch [540]	Speed: 773.41 samples/sec	accuracy=0.999609
Epoch[14] Batch [560]	Speed: 825.72 samples/sec	accuracy=0.999609
Epoch[14] Batch [580]	Speed: 817.63 samples/sec	accuracy=0.999609
Epoch[14] Batch [600]	Speed: 742.77 samples/sec	accuracy=0.999219
Epoch[14] Batch [620]	Speed: 820.56 samples/sec	accuracy=0.999023
Epoch[14] Batch [640]	Speed: 796.06 samples/sec	accuracy=0.999023
Epoch[14] Batch [660]	Speed: 807.01 samples/sec	accuracy=0.999219
Epoch[14] Batch [680]	Speed: 848.60 samples/sec	accuracy=0.998828
Epoch[14] Batch [700]	Speed: 813.26 samples/sec	accuracy=0.998828
Epoch[14] Train-accuracy=0.999566
Epoch[14] Time cost=225.337
Saved checkpoint to "/mnt/data-1/data/jiajie.tang/highway/output/exp2/mobilenet-0015.params"
Epoch[14] Validation-accuracy=0.995917
Epoch[15] Batch [20]	Speed: 818.13 samples/sec	accuracy=0.998698
Epoch[15] Batch [40]	Speed: 825.47 samples/sec	accuracy=0.999805
Epoch[15] Batch [60]	Speed: 820.50 samples/sec	accuracy=0.998242
Epoch[15] Batch [80]	Speed: 804.71 samples/sec	accuracy=0.997852
Epoch[15] Batch [100]	Speed: 838.52 samples/sec	accuracy=0.998633
Epoch[15] Batch [120]	Speed: 800.04 samples/sec	accuracy=0.998633
Epoch[15] Batch [140]	Speed: 785.86 samples/sec	accuracy=0.998828
Epoch[15] Batch [160]	Speed: 771.68 samples/sec	accuracy=0.999023
Epoch[15] Batch [180]	Speed: 813.95 samples/sec	accuracy=0.998633
Epoch[15] Batch [200]	Speed: 798.82 samples/sec	accuracy=0.998828
Epoch[15] Batch [220]	Speed: 846.50 samples/sec	accuracy=0.999219
Epoch[15] Batch [240]	Speed: 845.03 samples/sec	accuracy=0.998828
Epoch[15] Batch [260]	Speed: 813.04 samples/sec	accuracy=0.998633
Epoch[15] Batch [280]	Speed: 797.41 samples/sec	accuracy=0.998242
Epoch[15] Batch [300]	Speed: 794.24 samples/sec	accuracy=0.999219
Epoch[15] Batch [320]	Speed: 812.46 samples/sec	accuracy=0.999805
Epoch[15] Batch [340]	Speed: 791.57 samples/sec	accuracy=0.999023
Epoch[15] Batch [360]	Speed: 791.44 samples/sec	accuracy=0.999219
Epoch[15] Batch [380]	Speed: 749.38 samples/sec	accuracy=0.999805
Epoch[15] Batch [400]	Speed: 758.60 samples/sec	accuracy=0.999219
Epoch[15] Batch [420]	Speed: 748.62 samples/sec	accuracy=0.999414
Epoch[15] Batch [440]	Speed: 810.55 samples/sec	accuracy=0.998437
Epoch[15] Batch [460]	Speed: 835.83 samples/sec	accuracy=0.999219
Epoch[15] Batch [480]	Speed: 799.33 samples/sec	accuracy=0.998633
Epoch[15] Batch [500]	Speed: 825.37 samples/sec	accuracy=0.997852
Epoch[15] Batch [520]	Speed: 796.18 samples/sec	accuracy=0.996680
Epoch[15] Batch [540]	Speed: 807.52 samples/sec	accuracy=0.996875
Epoch[15] Batch [560]	Speed: 823.52 samples/sec	accuracy=0.998437
Epoch[15] Batch [580]	Speed: 789.66 samples/sec	accuracy=0.997852
Epoch[15] Batch [600]	Speed: 798.33 samples/sec	accuracy=0.999219
Epoch[15] Batch [620]	Speed: 794.61 samples/sec	accuracy=0.998242
Epoch[15] Batch [640]	Speed: 817.80 samples/sec	accuracy=0.999219
Epoch[15] Batch [660]	Speed: 790.44 samples/sec	accuracy=0.998242
Epoch[15] Batch [680]	Speed: 799.49 samples/sec	accuracy=0.999023
Epoch[15] Batch [700]	Speed: 770.85 samples/sec	accuracy=0.999219
Epoch[15] Train-accuracy=0.999566
Epoch[15] Time cost=226.509
Epoch[15] Validation-accuracy=0.996730
Epoch[16] Batch [20]	Speed: 816.21 samples/sec	accuracy=0.998698
Epoch[16] Batch [40]	Speed: 806.83 samples/sec	accuracy=0.998242
Epoch[16] Batch [60]	Speed: 844.53 samples/sec	accuracy=0.999414
Epoch[16] Batch [80]	Speed: 829.71 samples/sec	accuracy=0.999414
Epoch[16] Batch [100]	Speed: 818.00 samples/sec	accuracy=0.999219
Epoch[16] Batch [120]	Speed: 828.55 samples/sec	accuracy=0.998047
Epoch[16] Batch [140]	Speed: 783.62 samples/sec	accuracy=0.999023
Epoch[16] Batch [160]	Speed: 801.20 samples/sec	accuracy=0.999414
Epoch[16] Batch [180]	Speed: 799.39 samples/sec	accuracy=0.999023
Epoch[16] Batch [200]	Speed: 774.17 samples/sec	accuracy=0.999219
Epoch[16] Batch [220]	Speed: 779.89 samples/sec	accuracy=0.998828
Epoch[16] Batch [240]	Speed: 850.09 samples/sec	accuracy=0.999023
Epoch[16] Batch [260]	Speed: 794.98 samples/sec	accuracy=0.999219
Epoch[16] Batch [280]	Speed: 762.72 samples/sec	accuracy=0.998828
Epoch[16] Batch [300]	Speed: 836.10 samples/sec	accuracy=0.998047
Epoch[16] Batch [320]	Speed: 813.87 samples/sec	accuracy=0.998828
Epoch[16] Batch [340]	Speed: 816.39 samples/sec	accuracy=0.997852
Epoch[16] Batch [360]	Speed: 799.28 samples/sec	accuracy=0.999219
Epoch[16] Batch [380]	Speed: 786.61 samples/sec	accuracy=0.998437
Epoch[16] Batch [400]	Speed: 845.97 samples/sec	accuracy=0.998633
Epoch[16] Batch [420]	Speed: 786.44 samples/sec	accuracy=0.999414
Epoch[16] Batch [440]	Speed: 793.86 samples/sec	accuracy=0.999023
Epoch[16] Batch [460]	Speed: 734.34 samples/sec	accuracy=0.999219
Epoch[16] Batch [480]	Speed: 846.77 samples/sec	accuracy=0.999023
Epoch[16] Batch [500]	Speed: 779.78 samples/sec	accuracy=0.998828
Epoch[16] Batch [520]	Speed: 818.24 samples/sec	accuracy=0.999414
Epoch[16] Batch [540]	Speed: 801.53 samples/sec	accuracy=0.999805
Epoch[16] Batch [560]	Speed: 777.23 samples/sec	accuracy=0.999609
Epoch[16] Batch [580]	Speed: 843.17 samples/sec	accuracy=0.999609
Epoch[16] Batch [600]	Speed: 794.17 samples/sec	accuracy=0.999414
Epoch[16] Batch [620]	Speed: 783.17 samples/sec	accuracy=0.998828
Epoch[16] Batch [640]	Speed: 816.52 samples/sec	accuracy=0.999609
Epoch[16] Batch [660]	Speed: 808.71 samples/sec	accuracy=0.998633
Epoch[16] Batch [680]	Speed: 809.77 samples/sec	accuracy=0.999414
Epoch[16] Batch [700]	Speed: 800.53 samples/sec	accuracy=0.998242
Epoch[16] Train-accuracy=0.999132
Epoch[16] Time cost=225.739
Epoch[16] Validation-accuracy=0.994968
Epoch[17] Batch [20]	Speed: 777.75 samples/sec	accuracy=0.998884
Epoch[17] Batch [40]	Speed: 781.62 samples/sec	accuracy=0.999609
Epoch[17] Batch [60]	Speed: 806.46 samples/sec	accuracy=0.999219
Epoch[17] Batch [80]	Speed: 797.16 samples/sec	accuracy=0.998633
Epoch[17] Batch [100]	Speed: 806.07 samples/sec	accuracy=0.998047
Epoch[17] Batch [120]	Speed: 797.78 samples/sec	accuracy=0.998633
Epoch[17] Batch [140]	Speed: 804.36 samples/sec	accuracy=0.999219
Epoch[17] Batch [160]	Speed: 766.21 samples/sec	accuracy=0.998633
Epoch[17] Batch [180]	Speed: 779.80 samples/sec	accuracy=0.999414
Epoch[17] Batch [200]	Speed: 766.34 samples/sec	accuracy=0.998633
Epoch[17] Batch [220]	Speed: 793.82 samples/sec	accuracy=0.999023
Epoch[17] Batch [240]	Speed: 877.87 samples/sec	accuracy=0.998437
Epoch[17] Batch [260]	Speed: 812.34 samples/sec	accuracy=0.999023
Epoch[17] Batch [280]	Speed: 837.91 samples/sec	accuracy=0.998633
Epoch[17] Batch [300]	Speed: 805.77 samples/sec	accuracy=0.999023
Epoch[17] Batch [320]	Speed: 787.35 samples/sec	accuracy=0.998828
Epoch[17] Batch [340]	Speed: 857.21 samples/sec	accuracy=0.999023
Epoch[17] Batch [360]	Speed: 808.97 samples/sec	accuracy=0.998437
Epoch[17] Batch [380]	Speed: 777.25 samples/sec	accuracy=0.999219
Epoch[17] Batch [400]	Speed: 828.12 samples/sec	accuracy=0.999414
Epoch[17] Batch [420]	Speed: 792.14 samples/sec	accuracy=0.999805
Epoch[17] Batch [440]	Speed: 786.43 samples/sec	accuracy=0.998633
Epoch[17] Batch [460]	Speed: 825.11 samples/sec	accuracy=0.998633
Epoch[17] Batch [480]	Speed: 801.13 samples/sec	accuracy=0.998242
Epoch[17] Batch [500]	Speed: 824.33 samples/sec	accuracy=0.998633
Epoch[17] Batch [520]	Speed: 794.63 samples/sec	accuracy=0.999219
Epoch[17] Batch [540]	Speed: 758.67 samples/sec	accuracy=0.999414
Epoch[17] Batch [560]	Speed: 800.18 samples/sec	accuracy=0.999023
Epoch[17] Batch [580]	Speed: 778.41 samples/sec	accuracy=0.999414
Epoch[17] Batch [600]	Speed: 788.70 samples/sec	accuracy=0.999609
Epoch[17] Batch [620]	Speed: 817.15 samples/sec	accuracy=0.998047
Epoch[17] Batch [640]	Speed: 828.74 samples/sec	accuracy=0.998828
Epoch[17] Batch [660]	Speed: 775.90 samples/sec	accuracy=0.998242
Epoch[17] Batch [680]	Speed: 801.15 samples/sec	accuracy=0.998828
Epoch[17] Batch [700]	Speed: 758.63 samples/sec	accuracy=0.998633
Epoch[17] Train-accuracy=1.000000
Epoch[17] Time cost=226.928
Epoch[17] Validation-accuracy=0.997037
Epoch[18] Batch [20]	Speed: 873.19 samples/sec	accuracy=0.999070
Epoch[18] Batch [40]	Speed: 821.64 samples/sec	accuracy=0.999414
Epoch[18] Batch [60]	Speed: 784.73 samples/sec	accuracy=0.998828
Epoch[18] Batch [80]	Speed: 800.54 samples/sec	accuracy=0.998633
Epoch[18] Batch [100]	Speed: 765.40 samples/sec	accuracy=0.998242
Epoch[18] Batch [120]	Speed: 830.16 samples/sec	accuracy=0.999219
Epoch[18] Batch [140]	Speed: 815.81 samples/sec	accuracy=0.998633
Epoch[18] Batch [160]	Speed: 761.76 samples/sec	accuracy=0.999023
Epoch[18] Batch [180]	Speed: 758.34 samples/sec	accuracy=0.998437
Epoch[18] Batch [200]	Speed: 822.96 samples/sec	accuracy=0.999023
Epoch[18] Batch [220]	Speed: 836.73 samples/sec	accuracy=0.999805
Epoch[18] Batch [240]	Speed: 809.99 samples/sec	accuracy=0.999805
Epoch[18] Batch [260]	Speed: 804.73 samples/sec	accuracy=0.999023
Epoch[18] Batch [280]	Speed: 800.54 samples/sec	accuracy=0.999414
Epoch[18] Batch [300]	Speed: 805.77 samples/sec	accuracy=0.998437
Epoch[18] Batch [320]	Speed: 817.47 samples/sec	accuracy=0.999609
Epoch[18] Batch [340]	Speed: 791.24 samples/sec	accuracy=0.999414
Epoch[18] Batch [360]	Speed: 839.42 samples/sec	accuracy=0.999609
Epoch[18] Batch [380]	Speed: 774.04 samples/sec	accuracy=0.998828
Epoch[18] Batch [400]	Speed: 829.39 samples/sec	accuracy=0.999414
Epoch[18] Batch [420]	Speed: 774.25 samples/sec	accuracy=0.998437
Epoch[18] Batch [440]	Speed: 832.39 samples/sec	accuracy=0.999609
Epoch[18] Batch [460]	Speed: 821.71 samples/sec	accuracy=0.999023
Epoch[18] Batch [480]	Speed: 763.57 samples/sec	accuracy=0.998828
Epoch[18] Batch [500]	Speed: 828.49 samples/sec	accuracy=0.998047
Epoch[18] Batch [520]	Speed: 753.05 samples/sec	accuracy=0.997266
Epoch[18] Batch [540]	Speed: 780.43 samples/sec	accuracy=0.997656
Epoch[18] Batch [560]	Speed: 808.14 samples/sec	accuracy=0.998437
Epoch[18] Batch [580]	Speed: 793.34 samples/sec	accuracy=0.999414
Epoch[18] Batch [600]	Speed: 837.40 samples/sec	accuracy=0.998633
Epoch[18] Batch [620]	Speed: 822.96 samples/sec	accuracy=0.998047
Epoch[18] Batch [640]	Speed: 795.00 samples/sec	accuracy=0.998828
Epoch[18] Batch [660]	Speed: 838.01 samples/sec	accuracy=0.997461
Epoch[18] Batch [680]	Speed: 787.15 samples/sec	accuracy=0.996875
Epoch[18] Batch [700]	Speed: 816.64 samples/sec	accuracy=0.998242
Epoch[18] Train-accuracy=0.997830
Epoch[18] Time cost=226.182
Epoch[18] Validation-accuracy=0.994902
Epoch[19] Batch [20]	Speed: 795.75 samples/sec	accuracy=0.997768
Epoch[19] Batch [40]	Speed: 791.24 samples/sec	accuracy=0.998633
Epoch[19] Batch [60]	Speed: 780.26 samples/sec	accuracy=0.998047
Epoch[19] Batch [80]	Speed: 794.79 samples/sec	accuracy=0.998437
Epoch[19] Batch [100]	Speed: 801.67 samples/sec	accuracy=0.999023
Epoch[19] Batch [120]	Speed: 797.81 samples/sec	accuracy=0.998633
Epoch[19] Batch [140]	Speed: 791.55 samples/sec	accuracy=0.998437
Epoch[19] Batch [160]	Speed: 774.23 samples/sec	accuracy=0.998047
Epoch[19] Batch [180]	Speed: 841.85 samples/sec	accuracy=0.999023
Epoch[19] Batch [200]	Speed: 844.14 samples/sec	accuracy=0.998437
Epoch[19] Batch [220]	Speed: 803.65 samples/sec	accuracy=0.999023
Epoch[19] Batch [240]	Speed: 829.23 samples/sec	accuracy=0.999023
Epoch[19] Batch [260]	Speed: 764.15 samples/sec	accuracy=0.997852
Epoch[19] Batch [280]	Speed: 782.96 samples/sec	accuracy=0.998828
Epoch[19] Batch [300]	Speed: 812.52 samples/sec	accuracy=0.999219
